chamber,state,district,party,lastName,firstName,phonetic,officialFullName,middleName,suffix,nickname,address,phone,fax,url,caucusesWith,startTerm,endTerm,stateRankSenate,classSenate,gender,birthday,religion,raceEthnicity,lgbtq,contactForm,office,rssUrl,pre2018incumbent,2016presidentClinton,2016presidentTrump,2012presidentObama,2012presidentObama,2008presidentObama,2008presidentMccain,2018senateDem,2018senateRep,priorSenateElectionDem,priorSenateElectionRep,2018houseDem,2018houseRep,2016houseDem,2016houseRep,2014houseDem,2014houseRep,whiteACS2012-16citizenAdultPopulation,blackACS2012-16citizenAdultPopulation,latinoACS2012-16citizenAdultPopulation,asianPacificIslanderACS2012-16citizenAdultPopulation,nativeACS2012-16citizenAdultPopulation,otherACS2012-16citizenAdultPopulation,white2010censusAdultPopulation,black2010censusAdultPopulation,latino2010censusAdultPopulation,asianPacificIslander2010censusAdultPopulation,native2010censusAdultPopulation,other2010censusAdultPopulation,bachelorsPlusACS2013-17,bachelorsPlusRankACS2013-17,whiteBachelorsPlusACS2013-17,whiteBachelorsPlusRankACS2013-17,medianHouseholdIncomeACS2013-17,householdIncomeRankACS2013-17,nonCollegeWhiteShare,citizenPopulation,whiteCitizenPopulation,blackCitizenPopulation,latinoCitizenPopulation,asianPacificIslanderCitizenPopulation,nativeAmericanCitizenPopulation,otherCitizenPopulation,citizenVotingAgePopulation,whiteCitizenVotingAgePopulation,blackCtizenVotingAgePopulation,latinoCitizenVotingAgePopulation,asianPacificIslanderCitizenVotingAgePopulation,nativeCitizenVotingAgePopulation,otherCitizenVotingAgePopulation,censusTotalPopulation,censusWhitePopulation,censusBlackPopulation,censusLatinoPopulation,censusAsianPacificIslanderPopulation,censusNavtiveAmericanPopulation,censusOtherPopulation
rep,FL,18,Republican,Mast,Brian,(BRAHY-uhn MAST),Brian J. Mast,,,,2182 Rayburn House Office Building Washington DC 20515-0918,(202) 225-3026,,https://mast.house.gov,,1/3/19,1/3/21,,,M,7/10/80,,Hispanic - Mexican,No,,2182 Rayburn House Office Building,,Won,44.07044662,53.2770855,47.7,51.4,51.2,47.9,,,,,45.69881323,54.30118677,43.07269138,53.59892317,      Redrawn,,76.80911889,10.67067323,9.961913287,1.56639601,0.155269575,0.834802305,74.23630328,10.50320462,12.18025465,1.796237615,0.179587916,1.104411912,30.5,187,33.6,212,54913,231,50.9,682745,491510,81755,87395,11520,1205,9355,547435,420480,58415,54535,8575,850,4570,699427,490338,84043,99561,12911,1339,11235
rep,FL,19,Republican,Rooney,Francis,(FRAN-sis ROO-nee),Francis Rooney,,,,120 Cannon House Office Building Washington DC 20515-0919,(202) 225-2536,,https://francisrooney.house.gov,,1/3/19,1/3/21,,,M,12/4/53,,White - Non-Hispanic,No,,120 Cannon House Office Building,,Won,37.51751242,59.58080376,38.7,60.5,42.3,56.8,,,,,37.7218373,62.26756221,34.09239852,65.87208054,32.74069213,64.55211637,81.58368701,5.664431684,10.70473269,1.189414744,0.198830201,0.659795285,77.1516424,5.694782433,14.81283,1.285283808,0.175880942,0.879580416,32.3,165,37.1,170,54812,233,51.3,688235,520990,48920,101390,8470,1425,7035,560780,457505,31765,60030,6670,1115,3700,696429,504100,48193,124310,9386,1291,9149
rep,FL,20,Democrat,Hastings,Alcee,(AL-see HEY-stingz),Alcee L. Hastings,L.,,,2353 Rayburn House Office Building Washington DC 20515-0920,(202) 225-1313,,https://alceehastings.house.gov,,1/3/19,1/3/21,,,M,9/5/36,African Methodist Episcopal,Black - African-American,No,,2353 Rayburn House Office Building,http://www.alceehastings.house.gov/news/rss.aspx,Won,80.18946647,18.09176243,82.5,17.1,80.9,18.6,,,,,100,0,80.31200461,19.68799539,      Redrawn,,25.56936155,51.15068106,19.39144898,2.489428084,0.109795736,1.290371675,25.17584932,47.53715349,22.56320347,2.646678125,0.164999149,1.912116444,19.7,389,27.2,311,43677,387,18.5,631450,134740,338975,130745,15810,770,10405,459945,117605,235265,89190,11450,505,5935,703209,152398,353590,162452,17926,1231,15612
rep,FL,21,Democrat,Frankel,Lois,(LOH-is FREYNK-uhl),Lois Frankel,,,,2305 Rayburn House Office Building Washington DC 20515-0921,(202) 225-9890,,https://frankel.house.gov,,1/3/19,1/3/21,,,F,5/16/48,,White - Non-Hispanic,No,,2305 Rayburn House Office Building,http://frankel.house.gov/rss.xml,Won,58.64710616,39.09731247,60.4,38.9,63.4,35.9,,,,,100,0,62.70629814,35.14489625,      Redrawn,,70.53976303,11.60173582,14.73791994,2.094690136,0.102394071,0.923497001,66.82040201,11.7346902,17.82452166,2.258051716,0.147903379,1.214431041,34.3,135,40.5,132,55864,219,41.8,645385,416970,88530,115675,14400,595,9225,512725,361675,59485,75565,10740,525,4735,689378,429055,93851,137674,16422,1175,11201
rep,FL,22,Democrat,Deutch,Theodore,(TED DOYCH),Theodore E. Deutch,E.,,,2447 Rayburn House Office Building Washington DC 20515-0922,(202) 225-3001,,https://teddeutch.house.gov,,1/3/19,1/3/21,,,M,5/7/66,,White - Non-Hispanic,No,,2447 Rayburn House Office Building,http://teddeutch.house.gov/news/rss.aspx,Won,56.76443691,41.01974293,56.3,43,58.3,41,,,,,62.02369635,37.97630365,58.93532633,41.06467367,      Redrawn,,68.73914994,11.60395576,15.77427975,2.501609222,0.172625666,1.205453801,67.46206257,11.2387592,16.57888515,2.76960597,0.142915294,1.807771819,37.9,95,43.2,107,60159,183,38.9,645025,412255,87980,116135,16570,1185,10900,512670,352405,59490,80870,12825,885,6180,693643,443788,89626,124060,19871,1019,15279
rep,FL,23,Democrat,Wasserman Schultz,Debbie,(DEB-ee WAH-ser-min SHUHLTS),Debbie Wasserman Schultz,,,,1114 Longworth House Office Building Washington DC 20515-0923,(202) 225-7931,,https://wassermanschultz.house.gov,,1/3/19,1/3/21,,,F,9/27/66,Jewish,White - Non-Hispanic,No,,1114 Longworth House Office Building,http://wassermanschultz.house.gov/atom.xml,Won,61.89761444,35.81215103,61.4,38,62,37.3,,,,,58.47716434,35.98344225,56.70493934,40.4858876,      Redrawn,,51.82285616,12.53725011,30.84460517,3.418423525,0.253553282,1.125332094,51.1328233,11.58318739,31.87501152,3.624481519,0.201861923,1.582634344,38.6,92,39.7,143,61513,162,31.1,639660,313590,85745,205635,22490,1675,10530,494965,256505,62055,152670,16920,1255,5570,695383,340184,86158,228644,25349,1595,13453
rep,FL,24,Democrat,Wilson,Frederica,(FRED-rik-uh WIL-suhn),Frederica S. Wilson,S.,,,2445 Rayburn House Office Building Washington DC 20515-0924,(202) 225-4506,,https://wilson.house.gov,,1/3/19,1/3/21,,,F,11/5/42,,Black - African-American,No,,2445 Rayburn House Office Building,http://wilson.house.gov/common/rss//index.cfm?rss=49,Won,82.88256013,15.39253471,85.7,13.9,84,15.6,,,,,100,0,100,0,      Redrawn,,15.65649733,50.48817335,31.64896615,1.372071524,0.1386728,0.695618841,13.93317059,45.94880638,36.94634253,1.515094347,0.134700207,1.521885954,19.4,391,35.9,184,38441,422,9.9,594600,85405,307100,189145,7360,895,4690,443490,69435,223910,140360,6085,615,3085,697844,89549,337273,248912,9792,1040,11278
rep,FL,25,Republican,Diaz-Balart,Mario,(MAR-ee-oh DEE-az buh-LAHRT),Mario Diaz-Balart,,,,404 Cannon House Office Building Washington DC 20515-0925,(202) 225-4211,,https://mariodiazbalart.house.gov,,1/3/19,1/3/21,,,M,9/25/61,Catholic,Hispanic - Cuban,No,,404 Cannon House Office Building,http://mariodiazbalart.house.gov/rss.xml,Won,47.91623322,49.67562313,44.9,54.5,40.6,58.8,,,,,39.54661843,60.45338157,37.63978834,62.36021166,      Redrawn,,26.51025756,3.898957943,68.04279315,1.014284507,0.218554162,0.313945204,20.02436923,3.580316763,74.85883227,0.989745695,0.137007577,0.409728462,22.7,336,33.9,206,46247,359,17.5,546765,134345,22875,380270,5645,1260,2375,414085,109775,16145,281755,4200,905,1300,692920,138922,26970,515366,6792,1124,3746
rep,FL,26,Democrat,Mucarsel-Powell,Debbie,(DEH-bee MOO-kahr-sel POW-uhl),,,,,114 Cannon House Office Building Washington DC 20515-0926,(202) 225-2778,,,,1/3/19,1/3/21,,,F,,,Hispanic - Ecuadorean,No,,114 Cannon House Office Building,,Lost,56.79038811,40.52381364,55.4,43.9,51.5,47.9,,,,,50.87461514,49.12538486,41.16781088,52.95000392,      Redrawn,,22.41268247,11.74023649,63.45929185,1.622430151,0.124466378,0.641984474,18.94423705,10.03378487,68.29862729,1.6649092,0.105825296,0.952616299,27.2,250,32.8,227,54453,238,15,613525,130365,77470,390930,9360,715,4685,457955,102640,53765,290615,7430,570,2940,696241,127112,77216,472680,11026,748,7459
rep,FL,27,Democrat,Shalala,Donna,(DAHN-uh shuh-LEY-luh),,E.,,,1320 Longworth House Office Building Washington DC 20515-0927,(202) 225-3931,,,,1/3/19,1/3/21,,,F,,,White - Middle Eastern - Lebanese,No,,1320 Longworth House Office Building,,Open - Retired,58.51917571,38.92070277,53,46.3,50.1,49.3,,,,,51.76177619,45.76183953,45.10614335,54.89385665,      Redrawn,,27.78063,5.018767612,64.56058687,1.939510103,0.077580404,0.621784121,24.04734264,4.021384626,69.14877736,1.868169117,0.059538341,0.854787919,37.5,99,63.8,18,51958,267,9.9,556235,151085,27650,362515,10245,375,4365,438255,121750,21995,282940,8500,340,2725,698036,169539,29143,479637,12576,435,6706
sen,FL,,Republican,Rubio,Marco,(MAHR-koh ROO-bee-oh),Marco Rubio,,,,284 Russell Senate Office Building Washington DC 20510,202-224-3041,202-228-0285,https://www.rubio.senate.gov,,1/3/17,1/3/23,senior,3,M,5/28/71,,Hispanic - Cuban,No,http://www.rubio.senate.gov/public/index.cfm/contact,284 Russell Senate Office Building,http://www.rubio.senate.gov/public/?a=rss.feed,Not up,47.41271933,48.6010539,49.90189204,49.02686297,50.90633324,48.09914068,,,44.31485451,51.98112842,,,,,,,63.96805695,14.35447161,18.17057613,2.118148281,0.228798617,1.159807522,61.2109283,13.74394888,21.07389547,2.411413645,0.250545697,1.309268008,28.6,,32.2,,50883,38,43.37034261,18101505,10833110,2835805,3685480,391425,40520,315175,14195890,9080835,2037745,2579475,300690,32480,164645,18800445,10884549,2851095,4223134,454937,47264,339466
sen,FL,,Republican,Scott,Rick,(RIK SKAHT),,,,,,,,,,1/3/19,1/3/25,junior,1,M,12/1/52,,White - Non-Hispanic,No,,,,Lost,47.41271933,48.6010539,49.90189204,49.02686297,50.90633324,48.09914068,49.93247257,50.05497555,55.23175611,42.22576071,,,,,,,63.96805695,14.35447161,18.17057613,2.118148281,0.228798617,1.159807522,61.2109283,13.74394888,21.07389547,2.411413645,0.250545697,1.309268008,28.6,,32.2,,50883,38,43.37034261,18101505,10833110,2835805,3685480,391425,40520,315175,14195890,9080835,2037745,2579475,300690,32480,164645,18800445,10884549,2851095,4223134,454937,47264,339466
rep,GA,1,Republican,Carter,Buddy,(BUH-dee KAR-ter),"Earl L. ""Buddy"" Carter",,,,2432 Rayburn House Office Building Washington DC 20515-1001,(202) 225-5831,,https://buddycarter.house.gov,,1/3/19,1/3/21,,,M,9/6/57,,White - Non-Hispanic,No,,2432 Rayburn House Office Building,,Won,40.87651353,56.38503086,43.03281209,55.91432569,44.43172245,54.99080953,,,,,42.26134201,57.73865799,0,100,39.08645982,60.91354018,64.04942623,29.07676417,3.844368006,1.445073012,0.32407539,1.260293184,63.66764796,28.07097703,4.936543648,1.753797452,0.299978986,1.27105492,25,289,28.2,301,50931,290,45.9,701405,427420,210445,35905,9650,2240,15740,527655,337960,153425,20285,7625,1710,6650,691918,419688,205123,39664,11689,1980,13774
rep,GA,2,Democrat,Bishop,Sanford,(SAN-ferd BISH-up),"Sanford D. Bishop, Jr.",D.,Jr.,,2407 Rayburn House Office Building Washington DC 20515-1002,(202) 225-3631,,https://bishop.house.gov,,1/3/19,1/3/21,,,M,2/4/47,Baptist,Black - African-American,No,,2407 Rayburn House Office Building,http://bishop.house.gov/rss.xml,Won,54.99933495,43.27275365,58.59068548,40.80171361,57.91316501,41.63151067,,,,,59.64934481,40.35065519,61.22984843,38.77015157,59.15469613,40.84530387,44.59549236,50.65492657,2.59789194,0.878523763,0.1973208,1.075844563,45.00923175,48.64762651,4.033653212,1.131277007,0.25581251,0.922399013,17.6,409,22.1,399,35617,429,34.7,670425,277515,350885,24200,6030,1185,10610,504255,224875,255430,13100,4430,995,5425,690937,288405,352193,31536,7553,1677,9573
rep,GA,3,Republican,Ferguson,A.,(JROO FER-guh-suhn),A. Drew Ferguson IV,Drew,IV,,1032 Longworth House Office Building Washington DC 20515-1003,(202) 225-5901,,https://ferguson.house.gov,,1/3/19,1/3/21,,,M,11/15/67,,White - Non-Hispanic,No,,1032 Longworth House Office Building,,Won,32.75616052,64.33039937,32.99799472,65.85386438,33.95007719,65.28814224,,,,,34.47369678,65.52630322,31.65340203,68.34659797,0,100,70.84224522,23.32504769,3.268011638,1.170587895,0.226410004,1.166734108,71.02255205,21.72227254,4.344182961,1.628123042,0.251181718,1.031687689,26.5,262,28.3,297,56240,217,50.7,694610,472810,166435,30580,8695,1540,14550,518970,367650,121050,16960,6075,1175,6055,697477,477844,158870,35149,11679,1692,12243
rep,GA,4,Democrat,Johnson,Henry,(HEYNK JAHN-suhn),"Henry C. ""Hank"" Johnson, Jr.",C.,Jr.,Hank,2240 Rayburn House Office Building Washington DC 20515-1004,(202) 225-1605,,https://hankjohnson.house.gov,,1/3/19,1/3/21,,,M,10/2/54,,Black - African-American,No,,2240 Rayburn House Office Building,http://hankjohnson.house.gov/rss.xml,Won,75.30460753,22.24346504,73.58528692,25.57849751,73.20231161,26.28295249,,,,,78.84691959,21.15308041,75.71945972,24.28054028,100,0,30.86307806,60.68440359,3.7970901,3.205630204,0.142197675,1.307600363,31.13732663,54.66086901,7.96767385,4.512489288,0.190235503,1.531405719,29.8,206,38.1,158,51686,275,19,667990,180350,411535,41855,22175,835,11235,485240,149760,294465,18425,15555,690,6345,692084,190587,392460,63141,30367,1350,14179
rep,GA,5,Democrat,Lewis,John,(JAHN LOO-is),John Lewis,R.,,,343 Cannon House Office Building; Washington DC 20515-1005,202-225-3801,202-225-0351,https://johnlewis.house.gov,,1/3/17,1/3/19,,,M,2/21/40,Baptist,Black - African-American,No,,343 Cannon House Office Building,http://johnlewis.house.gov/rss.xml,Won,84.97190552,11.90008961,83.0754342,15.80353976,84.36696162,15.02340776,,,,,100,0,84.43914303,15.56085697,100,0,32.8202865,59.23208474,3.302624078,2.873246171,0.253765102,1.517993417,31.35964709,55.99448859,6.882036258,4.022253047,0.199825546,1.541749464,42,64,70.5,8,48269,337,9.7,693925,204305,422890,33845,18815,1630,12435,543810,178480,322110,17960,15625,1380,8255,689901,192780,403808,54552,25155,1324,12282
rep,GA,6,Democrat,McBath,Lucy,(LOO-see mik-BATH),,,,,1513 Longworth House Office Building Washington DC 20515-1006,(202) 225-4501,,,,1/3/19,1/3/21,,,F,,,Black - African-American,No,,1513 Longworth House Office Building,,Lost,46.81626344,48.30911166,37.45310913,60.83016386,40.0598106,58.97225453,,,,,50.5119357,49.48238664,38.31751047,61.68248953,33.9594497,66.0405503,72.44034938,14.26927993,4.8668513,6.760758415,0.279079676,1.382616106,64.91051938,12.07666195,11.99492254,9.21366683,0.148861899,1.655367395,60.6,6,66.7,11,87139,34,24,641380,432745,91755,53010,48665,1675,13530,469400,340035,66980,22845,31735,1310,6490,692704,433874,84022,92523,65757,1088,15440
rep,GA,7,Republican,Woodall,Rob,(RAHB WOOD-awl),Rob Woodall,,,,1724 Longworth House Office Building Washington DC 20515-1007,(202) 225-4272,,https://woodall.house.gov,,1/3/19,1/3/21,,,M,2/11/70,,White - Non-Hispanic,No,,1724 Longworth House Office Building,http://woodall.house.gov/rss.xml,Won,44.75407835,51.13875215,38.31964571,60.23083165,39.10661892,60.06483263,,,,,49.92280346,50.07719654,39.61831558,60.38168442,34.61297065,65.38702935,58.54445414,20.36151101,9.125059386,10.37134429,0.202189837,1.395441337,52.85797805,16.70121343,16.92443867,11.84402034,0.1845901,1.487759407,39.6,82,44.9,92,72481,79,32.1,657130,347000,134940,90935,68985,1250,14020,452545,264940,92145,41295,46935,915,6315,691120,342977,121398,131041,79630,1277,14797
rep,GA,8,Republican,Scott,Austin,(AW-stin SKAHT),Austin Scott,,,,2417 Rayburn House Office Building Washington DC 20515-1008,(202) 225-6531,,https://austinscott.house.gov,,1/3/19,1/3/21,,,M,12/10/69,,White - Non-Hispanic,No,,2417 Rayburn House Office Building,http://austinscott.house.gov/index.php?format=feed&amp;type=rss,Won,34.40873174,63.3461889,37.47776946,61.6281212,37.81126882,61.57318835,,,,,0,99.71617786,32.35708065,67.64291935,0,100,64.97061538,30.02185633,2.901549371,0.922822867,0.177764826,1.005391228,64.63174082,27.96385703,4.864270659,1.363572258,0.256563327,0.919995904,21.8,350,24.8,355,44360,380,48.7,682145,422980,210630,30250,6600,1160,10515,514725,334420,154530,14935,4750,915,5175,691161,427469,203187,39682,9300,1684,9839
rep,GA,9,Republican,Collins,Doug,(DUHG KAH-linz),Doug Collins,,,,1504 Longworth House Office Building Washington DC 20515-1009,(202) 225-9893,,https://dougcollins.house.gov,,1/3/19,1/3/21,,,M,8/16/66,,White - Non-Hispanic,No,,1504 Longworth House Office Building,http://dougcollins.house.gov/latest-rss/latest-rss/,Won,19.33549787,77.78678734,20.48118817,78.13866263,24.28921754,74.701577,,,,,20.49416444,79.50406613,0,100,19.32536855,80.67463145,86.82845172,7.02482575,4.168298222,0.953481087,0.247670139,0.778252017,82.60777959,6.291899388,8.969246328,1.064579646,0.249193616,0.81730143,21.6,354,24,373,50154,306,65.9,675575,557070,48425,53890,6875,1305,8015,510760,443485,35880,21290,4870,1265,3975,693832,550911,45124,79806,7866,1660,8465
rep,GA,10,Republican,Hice,Jody,(JO-dee HAHYS),Jody B. Hice,,,,409 Cannon House Office Building Washington DC 20515-1010,(202) 225-4101,,https://hice.house.gov,,1/3/19,1/3/21,,,M,4/22/60,,White - Non-Hispanic,No,,409 Cannon House Office Building,,Won,35.76663186,61.26516712,36.30274274,62.45866556,38.78365246,60.40403487,,,,,37.10803178,62.89196822,0,100,33.47770765,66.52229235,69.75285907,24.69709418,2.949259144,1.523264489,0.120879017,0.956644096,69.18460819,23.6462278,3.969242558,2.039201492,0.191752708,0.96896725,26.7,259,30.4,265,51532,278,48.5,698745,468045,178845,29270,11350,1040,10195,529455,369310,130760,15615,8065,640,5065,689234,460154,170940,32508,13979,1312,10341
rep,GA,11,Republican,Loudermilk,Barry,(BAIR-ee LOWD-er-milk),Barry Loudermilk,,,,422 Cannon House Office Building Washington DC 20515-1011,(202) 225-2931,,https://loudermilk.house.gov,,1/3/19,1/3/21,,,M,12/22/63,,White - Non-Hispanic,No,,422 Cannon House Office Building,,Won,35.33121976,60.31673316,31.45339621,66.94307903,34.68327931,64.33819557,,,,,38.20860437,61.79139563,32.59422612,67.40577388,0,100,75.27469258,16.00654502,5.01487505,2.289765966,0.174533915,1.238595795,71.52788066,14.61229853,9.3578207,2.823350982,0.232761242,1.445887885,41,72,44.1,98,69610,96,42,680000,487015,109605,53465,16525,1070,12315,504200,379535,80705,25285,11545,880,6245,693142,477347,104934,76058,19143,1550,14110
rep,GA,12,Republican,Allen,Rick,(RIK AL-en),Rick W. Allen,,,,2400 Rayburn House Office Building Washington DC 20515-1012,(202) 225-2823,,https://allen.house.gov,,1/3/19,1/3/21,,,M,11/7/51,,White - Non-Hispanic,No,,2400 Rayburn House Office Building,,Won,40.69763967,56.86170491,43.64234782,55.42207296,43.88625343,55.57992469,,,,,40.52145378,59.47734858,38.3991472,61.6008528,45.24680183,54.75319817,59.84891949,34.3210939,3.343851597,1.245936125,0.227576975,1.012621916,59.97354915,32.46196968,4.504152437,1.732395939,0.244102461,1.08383033,20.9,366,23.6,381,43933,385,45.7,692875,394345,245275,31920,8730,1510,11090,522900,312950,179465,17485,6515,1190,5295,693660,396283,236068,36902,11267,1602,11538
rep,GA,13,Democrat,Scott,David,(DEY-vid SKAHT),David Scott,,,,225 Cannon House Office Building Washington DC 20515-1013,(202) 225-2939,,https://davidscott.house.gov,,1/3/19,1/3/21,,,M,6/27/45,Baptist,Black - African-American,No,,225 Cannon House Office Building,http://davidscott.house.gov/news/rss.aspx,Won,71.01892855,26.60919273,69.24132751,29.9730265,67.14975034,32.33983643,,,,,76.16019931,23.80806116,100,0,100,0,33.39997539,58.10264928,4.838213583,2.174581693,0.089197835,1.394356955,34.66163612,52.43147639,8.608449858,2.619309667,0.230882634,1.448245333,29.6,209,26,334,57342,202,24.7,684200,197845,405065,53295,14580,540,12875,487680,162885,283355,23595,10605,435,6800,687435,208589,375818,70119,17075,1500,14334
rep,GA,14,Republican,Graves,Tom,(TAHM GREYVZ),Tom Graves,,,,2078 Rayburn House Office Building Washington DC 20515-1014,(202) 225-5211,,https://tomgraves.house.gov,,1/3/19,1/3/21,,,M,2/3/70,,White - Non-Hispanic,No,,2078 Rayburn House Office Building,http://tomgraves.house.gov/news/rss.aspx,Won,22.08643384,74.97850488,25.31392081,73.21123153,27.83583397,71.02574581,,,,,23.49819784,76.50180216,0,100,0,100,85.09477662,8.671095671,4.421893094,0.732410963,0.174722171,0.905101481,81.98838911,7.841966189,8.113672754,0.910993016,0.238700995,0.906277934,18.1,406,18.5,423,48691,330,69.3,667195,541550,59195,50525,5330,1075,9520,492210,418845,42680,21765,3605,860,4455,693048,547012,56855,71008,6384,1583,10206
sen,GA,,Republican,Isakson,John,(JAH-nee AHY-zik-suhn),Johnny Isakson,H.,,Johnny,131 Russell Senate Office Building Washington DC 20510,202-224-3643,202-228-0724,https://www.isakson.senate.gov,,1/3/17,1/3/23,senior,3,M,12/28/44,Methodist,White - Non-Hispanic,No,https://www.isakson.senate.gov/public/index.cfm/email-me,131 Russell Senate Office Building,http://www.isakson.senate.gov/public/?a=RSS.Feed,Not up,45.34559797,50.44384267,45.38535128,53.18556155,46.89849696,52.1026622,,,41.04185139,54.79527897,,,,,,,60.66319781,31.32844126,4.117327701,2.518968176,0.20328987,1.168562835,58.95573172,28.8065162,7.490195038,3.305442767,0.226845065,1.215269213,30.5,,33.9,,52977,32,40.09837375,9507600,5410995,3045925,612945,253005,18055,166645,7063805,4285130,2212980,290840,177935,14360,82545,9687653,5413920,2910800,853689,316844,21279,171121
sen,GA,,Republican,Perdue,David,(DEY-vid pur-DOO),David Perdue,,,,455 Russell Senate Office Building Washington DC 20510,202-224-3521,,https://www.perdue.senate.gov,,1/6/15,1/3/21,junior,2,M,12/10/49,,White - Non-Hispanic,No,https://www.perdue.senate.gov/connect/email,455 Russell Senate Office Building,,Not up,45.34559797,50.44384267,45.38535128,53.18556155,46.89849696,52.1026622,,,45.20635329,52.88906284,,,,,,,60.66319781,31.32844126,4.117327701,2.518968176,0.20328987,1.168562835,58.95573172,28.8065162,7.490195038,3.305442767,0.226845065,1.215269213,30.5,,33.9,,52977,32,40.09837375,9507600,5410995,3045925,612945,253005,18055,166645,7063805,4285130,2212980,290840,177935,14360,82545,9687653,5413920,2910800,853689,316844,21279,171121
rep,GU,0,Democrat,San Nicolas,Michael,,,F. Q.,,,1632 Longworth House Office Building Washington DC 20515-5301,(202) 225-1188,,,,1/3/19,1/3/21,,,M,,,,,,1632 Longworth House Office Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rep,HI,1,Democrat,Case,Ed,(ED KEYS),,,,,2443 Rayburn House Office Building Washington DC 20515-1101,(202) 225-2726,,http://www.house.gov/case,,1/3/19,1/3/21,,,M,9/27/52,Protestant,White - Non-Hispanic,No,,2443 Rayburn House Office Building,,Open - Ran for governor,63.07166746,30.53798376,69.70152905,29.0186504,70.27141169,28.30795635,,,,,73.09552633,23.07028353,71.86161092,22.71134678,51.92833789,48.07166211,19.14961446,2.19271155,7.223694435,56.17465979,0.121540577,15.13877543,18.27001605,1.788734045,5.6623711,60.98736631,0.154037628,13.13747486,36,118,48.9,69,78180,58,9.8,639210,111070,13425,57075,341035,685,115920,501890,96110,11005,36255,281935,610,75980,678064,111982,12047,46905,395455,997,110678
